"Code";"Code barres";"Désignation";"Désignation 2";"Famille";"Image";"Désactiver";"Nº unités";"Unités";"Dern.prix achat";"Prix 1";"Prix 2";"Prix 3";"Prix 4";"Remise";"Nº TVA";"TVA";"Nº TVA achat";"TVA achat";"Stock minimum";"Stock";"Dt.entrée";"Dt.sortie";"Dt.modification";"Flg Obs.unica";"Flg.preço";"Flg.qtd";"Section 1";"Section 2";"Nº ingrédients";"Nº exemption";"Nº étiquette";"Qté.étiquettes";"Nº balance";"Nº emballage";"Tare fix";"Pourc.givrage";"Poids unitaire";"Code lot";"Durée 1";"Durée 2";"Qté.unité";"Qté.base";"Unit.base";"Qté.minimum";"Qté.maximum";"Qté.défaut";"Btn.font";"Btn.palette";"Btn.couleur";"Nº nutriments";"Flg.assoc.totaliser";"Flg.menu.totaliser"
"01054";"";"Baguette Viennoise Nature";"";"01";"";"0";"2";"un";"0,00";"1,20";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-29,00";"0000-00-00";"2018-04-02";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01055";"";"1/2 Viennoise chocolat";"";"01";"";"0";"2";"un";"0,00";"1,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-26,00";"0000-00-00";"2018-04-02";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01056";"";"Pave Petit";"";"01";"";"0";"2";"un";"0,00";"1,05";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-97,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01057";"";"Rustique Baguette";"";"01";"";"0";"2";"un";"0,00";"1,05";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-89,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01058";"";"Croustigraine Boule";"";"01";"";"0";"2";"un";"0,00";"1,10";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-74,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01059";"";"Boule Grande";"";"01";"";"0";"2";"un";"0,00";"1,70";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-42,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01060";"";"Boule Petite";"";"01";"";"0";"2";"un";"0,00";"0,95";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-191,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01061";"";"Ficelle";"";"01";"";"0";"2";"un";"0,00";"0,55";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-231,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01062";"";"Déjeunette";"";"01";"";"0";"2";"un";"0,00";"0,55";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-151,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01063";"";"Complet";"";"01";"";"0";"2";"un";"0,00";"1,70";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-166,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"01064";"";"Seigle";"";"01";"";"0";"0";"";"0,00";"1,70";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-19,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02001";"";"#Divers Viennois";"";"02";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-44,00";"0000-00-00";"2018-04-04";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02002";"";"Pain aux Raisins";"";"02";"";"0";"0";"";"0,00";"1,10";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-427,00";"0000-00-00";"2018-04-04";"2018-03-18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02003";"";"Suisse /Sacristain";"";"02";"";"0";"0";"";"0,00";"1,30";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-149,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02004";"";"Pain au Lait";"";"02";"";"0";"0";"";"0,00";"0,95";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-196,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02005";"";"Lunette Chocolat";"";"02";"";"0";"2";"un";"0,00";"1,10";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-47,00";"0000-00-00";"2018-04-01";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02006";"";"Moelleux Chocolat";"";"02";"";"0";"0";"";"0,00";"1,50";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-19,00";"0000-00-00";"2018-03-30";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02007";"";"Palmier";"";"02";"";"0";"0";"";"0,00";"1,50";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-34,00";"0000-00-00";"2018-04-02";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02008";"";"Brownie";"";"02";"";"0";"0";"";"0,00";"1,50";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-8,00";"0000-00-00";"2018-03-28";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02009";"";"Croissant ou Choco Amandes";"";"02";"";"0";"0";"";"0,00";"1,50";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-42,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02010";"";"Crepes 3";"";"02";"";"0";"2";"un";"0,00";"2,40";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-36,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02011";"";"Crepes 6";"";"02";"";"0";"2";"un";"0,00";"4,80";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-42,00";"0000-00-00";"2018-03-31";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02012";"";"Crêpes 12";"";"02";"";"0";"2";"un";"0,00";"9,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-12,00";"0000-00-00";"2018-03-25";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02013";"";"Jesuite";"";"02";"";"0";"0";"";"0,00";"1,80";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-36,00";"0000-00-00";"2018-04-01";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02014";"";"Chausson aux Pommes";"";"02";"";"0";"0";"";"0,00";"1,75";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-89,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02015";"";"Chausson aux Pruneaux";"";"02";"";"0";"0";"";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-11,00";"0000-00-00";"2018-04-02";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02016";"";"Cookies";"";"02";"";"0";"0";"";"0,00";"1,20";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-14,00";"0000-00-00";"2018-03-30";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02017";"";"Cannele";"";"02";"";"0";"0";"";"0,00";"1,25";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-113,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02018";"";"Meringue";"";"02";"";"0";"0";"";"0,00";"2,20";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-3,00";"0000-00-00";"2018-04-02";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02019";"";"Le 100%";"";"02";"";"0";"0";"";"0,00";"5,50";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-24,00";"0000-00-00";"2018-04-02";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02020";"";"Panetone";"";"02";"";"0";"0";"";"0,00";"12,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-11,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02021";"";"Beignet Pomme ou Framboise";"";"02";"";"0";"0";"";"0,00";"1,95";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-40,00";"0000-00-00";"2018-04-04";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02022";"";"Brioche Crème";"";"02";"";"0";"2";"un";"0,00";"1,10";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-53,00";"0000-00-00";"2018-04-04";"2018-03-17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02023";"";"Brioche  Chocolat";"";"02";"";"0";"2";"un";"0,00";"1,10";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-39,00";"0000-00-00";"2018-04-04";"2018-03-18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"02024";"";"SACHET VIENNOISERIE";"";"02";"";"0";"2";"un";"0,00";"2,30";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-90,00";"0000-00-00";"2018-04-02";"2018-03-18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-1642994";"0";"0";"0"
"02025";"";"CHOCOLATINE";"";"02";"";"0";"2";"un";"0,00";"0,95";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-1387,00";"0000-00-00";"2018-04-04";"2018-03-18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-1642994";"0";"0";"0"
"02026";"";"CHOCOLATINE AU BEURRE";"";"02";"";"0";"2";"un";"0,00";"1,10";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-113,00";"0000-00-00";"2018-04-04";"2018-03-18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-1118706";"0";"0";"0"
"02027";"";"BUGNE";"";"02";"";"0";"2";"un";"0,00";"0,60";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-11,00";"0000-00-00";"2018-03-30";"2018-03-21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-2888130";"0";"0";"0"
"03001";"";"Amandine";"";"03";"1H";"0";"2";"un";"0,00";"1,95";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-46,00";"0000-00-00";"2018-04-02";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03002";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03003";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03004";"";"Flan Nature";"";"03";"";"0";"2";"un";"0,00";"1,85";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-88,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03005";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03006";"";"Croustade";"";"03";"";"0";"2";"un";"0,00";"1,95";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-209,00";"0000-00-00";"2018-04-04";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03007";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03008";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"2018-03-15";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03009";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03010";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03011";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03012";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03013";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03014";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03015";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03016";"";"Macaron Piece";"";"03";"";"0";"2";"un";"0,00";"1,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"-6,00";"0000-00-00";"2018-03-31";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03017";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03018";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"2018-03-15";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03019";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03020";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03021";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03022";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03023";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
"03024";"";"";"";"03";"";"0";"2";"un";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"3";"5,50";"0";"0,00";"0,00";"0,00";"0000-00-00";"0000-00-00";"2018-03-16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00";"0,00";"0,00";"";"0";"0";"0,00";"0,00";"";"0,00";"0,00";"0,00";"1016016";"9";"-3346930";"0";"0";"0"
