"Date";"Heure";"TD";"Réf.Doc.";"Code";"Désignation";"Qté";"Ts %";"Prix";"Mont.Soumis";"Mont.TVA";"Mont.Total"
"2018-03-21";"12:04:41";"TV";"A2/1328";"05028";"Salade Thon";"1,000";"10,00";"3,73";"3,73";"0,37";"4,10"
"2018-03-21";"12:04:41";"TV";"A2/1328";"05027";"Bagnat";"1,000";"10,00";"3,45";"3,45";"0,35";"3,80"
"2018-03-21";"12:05:11";"TV";"A1/1264";"01018";"Pain ordinaire";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:05:36";"TV";"A1/1265";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:05:46";"TV";"A2/1329";"05011";"Formule Snack Emmental";"1,000";"10,00";"4,36";"4,36";"0,44";"4,80"
"2018-03-21";"12:06:21";"TV";"A1/1266";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:06:29";"TV";"A2/1330";"05007";"Formule Gourmande";"1,000";"10,00";"5,36";"5,36";"0,54";"5,90"
"2018-03-21";"12:08:11";"TV";"A1/1267";"02011";"Crepes 6";"1,000";"5,50";"4,55";"4,55";"0,25";"4,80"
"2018-03-21";"12:08:11";"TV";"A1/1267";"01061";"Ficelle";"1,000";"5,50";"0,52";"0,52";"0,03";"0,55"
"2018-03-21";"12:08:45";"TV";"A1/1268";"01018";"Pain ordinaire";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:10:24";"TV";"A1/1269";"03034";"Tartelette Fraise ou Framboise";"1,000";"5,50";"2,65";"2,65";"0,15";"2,80"
"2018-03-21";"12:10:24";"TV";"A1/1269";"05012";"Quiche individuelle";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:10:24";"TV";"A1/1269";"02007";"Palmier";"1,000";"5,50";"1,42";"1,42";"0,08";"1,50"
"2018-03-21";"12:10:24";"TV";"A1/1269";"01051";"Baguette Torchon";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:11:33";"TV";"A2/1331";"02025";"CHOCOLATINE";"1,000";"5,50";"0,90";"0,90";"0,05";"0,95"
"2018-03-21";"12:11:33";"TV";"A2/1331";"02021";"Beignet Pomme ou Framboise";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"12:11:33";"TV";"A2/1331";"02002";"Pain aux Raisins";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:11:33";"TV";"A2/1331";"01051";"Baguette Torchon";"2,000";"5,50";"1,09";"2,18";"0,12";"2,30"
"2018-03-21";"12:12:34";"TV";"A2/1332";"01018";"Pain ordinaire";"2,000";"5,50";"1,09";"2,18";"0,12";"2,30"
"2018-03-21";"12:12:54";"TV";"A2/1333";"03006";"Croustade";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"12:12:54";"TV";"A2/1333";"05029";"Sandwich 3,40€";"1,000";"10,00";"3,09";"3,09";"0,31";"3,40"
"2018-03-21";"12:13:12";"TV";"A2/1334";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:14:44";"TV";"A2/1335";"01051";"Baguette Torchon";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:15:00";"TV";"A2/1336";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:15:12";"TV";"A2/1337";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:15:13";"TV";"A1/1270";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:15:13";"TV";"A1/1270";"03060";"Millefeuille";"1,000";"5,50";"1,99";"1,99";"0,11";"2,10"
"2018-03-21";"12:15:13";"TV";"A1/1270";"03033";"Tartelette Fruits Cuits";"1,000";"5,50";"1,71";"1,71";"0,09";"1,80"
"2018-03-21";"12:15:13";"TV";"A1/1270";"03053";"Beurre";"1,000";"5,50";"2,37";"2,37";"0,13";"2,50"
"2018-03-21";"12:15:13";"TV";"A1/1270";"03004";"Flan Nature";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:15:13";"TV";"A1/1270";"01054";"Baguette Viennoise Nature";"2,000";"5,50";"1,14";"2,27";"0,13";"2,40"
"2018-03-21";"12:15:49";"TV";"A2/1338";"01018";"Pain ordinaire";"2,000";"5,50";"1,09";"2,18";"0,12";"2,30"
"2018-03-21";"12:16:05";"TV";"A1/1271";"03004";"Flan Nature";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:16:10";"TV";"A2/1339";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:16:13";"TV";"A1/1272";"03004";"Flan Nature";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:17:17";"TV";"A1/1273";"01015";"Pain FM";"2,000";"5,50";"1,14";"2,27";"0,13";"2,40"
"2018-03-21";"12:17:30";"TV";"A2/1340";"05006";"Sandwich Fermier";"1,000";"10,00";"3,55";"3,55";"0,35";"3,90"
"2018-03-21";"12:17:30";"TV";"A2/1340";"05017";"Pizza Spécialité";"1,000";"10,00";"2,18";"2,18";"0,22";"2,40"
"2018-03-21";"12:17:30";"TV";"A2/1340";"03004";"Flan Nature";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:17:48";"TV";"A1/1274";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:19:20";"TV";"A2/1341";"03006";"Croustade";"5,000";"5,50";"1,85";"9,24";"0,51";"9,75"
"2018-03-21";"12:19:20";"TV";"A2/1341";"05012";"Quiche individuelle";"5,000";"10,00";"1,82";"9,09";"0,91";"10,00"
"2018-03-21";"12:19:20";"TV";"A2/1341";"01051";"Baguette Torchon";"2,000";"5,50";"1,09";"2,18";"0,12";"2,30"
"2018-03-21";"12:19:36";"TV";"A2/1342";"01051";"Baguette Torchon";"2,000";"5,50";"1,09";"2,18";"0,12";"2,30"
"2018-03-21";"12:19:36";"TV";"A2/1342";"03028";"#Divers Pâtisserie";"1,000";"5,50";"9,48";"9,48";"0,52";"10,00"
"2018-03-21";"12:20:27";"TV";"A1/1275";"01006";"Festive";"3,000";"5,50";"1,04";"3,13";"0,17";"3,30"
"2018-03-21";"12:20:27";"TV";"A1/1275";"05015";"Croque Monsieur";"1,000";"10,00";"1,18";"1,18";"0,12";"1,30"
"2018-03-21";"12:20:27";"TV";"A1/1275";"05014";"Pizza";"1,000";"10,00";"1,95";"1,95";"0,20";"2,15"
"2018-03-21";"12:20:27";"TV";"A1/1275";"05012";"Quiche individuelle";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:21:33";"TV";"A2/1343";"05018";"Croissant jambon";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:21:33";"TV";"A2/1343";"05014";"Pizza";"1,000";"10,00";"1,95";"1,95";"0,20";"2,15"
"2018-03-21";"12:21:33";"TV";"A2/1343";"05017";"Pizza Spécialité";"1,000";"10,00";"2,18";"2,18";"0,22";"2,40"
"2018-03-21";"12:21:33";"TV";"A2/1343";"03041";"Religieuse";"1,000";"5,50";"1,99";"1,99";"0,11";"2,10"
"2018-03-21";"12:22:27";"TV";"A2/1344";"01045";"Céréales Noirs";"1,000";"5,50";"1,99";"1,99";"0,11";"2,10"
"2018-03-21";"12:22:27";"TV";"A2/1344";"01063";"Complet";"1,000";"5,50";"1,61";"1,61";"0,09";"1,70"
"2018-03-21";"12:22:27";"TV";"A2/1344";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:23:10";"TV";"A1/1276";"05007";"Formule Gourmande";"2,000";"10,00";"5,37";"10,73";"1,07";"11,80"
"2018-03-21";"12:23:10";"TV";"A1/1276";"05014";"Pizza";"1,000";"10,00";"1,95";"1,95";"0,20";"2,15"
"2018-03-21";"12:23:10";"TV";"A1/1276";"05012";"Quiche individuelle";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:23:35";"TV";"A1/1277";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:24:00";"TV";"A2/1345";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:24:00";"TV";"A2/1345";"01051";"Baguette Torchon";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:24:00";"TV";"A2/1345";"03040";"Eclair";"1,000";"5,50";"1,90";"1,90";"0,10";"2,00"
"2018-03-21";"12:24:00";"TV";"A2/1345";"03034";"Tartelette Fraise ou Framboise";"1,000";"5,50";"2,65";"2,65";"0,15";"2,80"
"2018-03-21";"12:24:24";"TV";"A2/1346";"01008";"Bébé  croustigraine";"1,000";"5,50";"0,52";"0,52";"0,03";"0,55"
"2018-03-21";"12:24:54";"TV";"A2/1347";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:25:36";"TV";"A1/1278";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:25:36";"TV";"A1/1278";"03040";"Eclair";"1,000";"5,50";"1,90";"1,90";"0,10";"2,00"
"2018-03-21";"12:25:36";"TV";"A1/1278";"05006";"Sandwich Fermier";"1,000";"10,00";"3,55";"3,55";"0,35";"3,90"
"2018-03-21";"12:25:36";"TV";"A1/1278";"05028";"Salade Thon";"1,000";"10,00";"3,73";"3,73";"0,37";"4,10"
"2018-03-21";"12:25:53";"TV";"A2/1348";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:25:53";"TV";"A2/1348";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:25:53";"TV";"A2/1348";"01028";"Beignet  Nutella";"1,000";"5,50";"1,66";"1,66";"0,09";"1,75"
"2018-03-21";"12:25:53";"TV";"A2/1348";"02002";"Pain aux Raisins";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:26:40";"TV";"A2/1349";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:27:11";"TV";"A2/1350";"01006";"Festive";"2,000";"5,50";"1,04";"2,09";"0,11";"2,20"
"2018-03-21";"12:27:32";"TV";"A1/1279";"03040";"Eclair";"1,000";"5,50";"1,90";"1,90";"0,10";"2,00"
"2018-03-21";"12:27:32";"TV";"A1/1279";"09005";"Sucette Chocolat";"2,000";"20,00";"2,08";"4,17";"0,83";"5,00"
"2018-03-21";"12:27:32";"TV";"A1/1279";"05032";"Nordique Chèvre ou Saumon";"1,000";"10,00";"3,55";"3,55";"0,35";"3,90"
"2018-03-21";"12:27:32";"TV";"A1/1279";"05029";"Sandwich 3,40€";"1,000";"10,00";"3,09";"3,09";"0,31";"3,40"
"2018-03-21";"12:27:46";"TV";"A1/1280";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:28:09";"TV";"A2/1351";"05035";"SANDWICH SAUCISSON BEURRE";"1,000";"10,00";"2,27";"2,27";"0,23";"2,50"
"2018-03-21";"12:28:09";"TV";"A2/1351";"05015";"Croque Monsieur";"2,000";"10,00";"1,18";"2,36";"0,24";"2,60"
"2018-03-21";"12:28:09";"TV";"A2/1351";"01051";"Baguette Torchon";"2,000";"5,50";"1,09";"2,18";"0,12";"2,30"
"2018-03-21";"12:29:37";"TV";"A2/1352";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:29:37";"TV";"A2/1352";"01051";"Baguette Torchon";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:29:37";"TV";"A2/1352";"01007";"Croustigraine";"1,000";"5,50";"1,00";"1,00";"0,05";"1,05"
"2018-03-21";"12:29:45";"TV";"A2/1353";"11031";"#Divers Entremet/ Tarte";"1,000";"5,50";"33,18";"33,18";"1,82";"35,00"
"2018-03-21";"12:29:45";"TV";"A2/1353";"01015";"Pain FM";"4,000";"5,50";"1,14";"4,55";"0,25";"4,80"
"2018-03-21";"12:29:45";"TV";"A2/1353";"01057";"Rustique Baguette";"1,000";"5,50";"1,00";"1,00";"0,05";"1,05"
"2018-03-21";"12:30:36";"TV";"A2/1354";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:30:36";"TV";"A2/1354";"01018";"Pain ordinaire";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:31:07";"TV";"A2/1355";"01051";"Baguette Torchon";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:31:07";"TV";"A2/1355";"03040";"Eclair";"1,000";"5,50";"1,90";"1,90";"0,10";"2,00"
"2018-03-21";"12:31:07";"TV";"A2/1355";"03060";"Millefeuille";"1,000";"5,50";"1,99";"1,99";"0,11";"2,10"
"2018-03-21";"12:31:27";"TV";"A1/1281";"05014";"Pizza";"1,000";"10,00";"1,95";"1,95";"0,20";"2,15"
"2018-03-21";"12:31:27";"TV";"A1/1281";"03004";"Flan Nature";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:31:27";"TV";"A1/1281";"02008";"Brownie";"1,000";"5,50";"1,42";"1,42";"0,08";"1,50"
"2018-03-21";"12:31:27";"TV";"A1/1281";"05008";"Terroir";"1,000";"10,00";"5,00";"5,00";"0,50";"5,50"
"2018-03-21";"12:31:27";"TV";"A1/1281";"05029";"Sandwich 3,40€";"1,000";"10,00";"3,09";"3,09";"0,31";"3,40"
"2018-03-21";"12:31:47";"TV";"A2/1356";"01007";"Croustigraine";"1,000";"5,50";"1,00";"1,00";"0,05";"1,05"
"2018-03-21";"12:32:02";"TV";"A2/1357";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:32:06";"TV";"A1/1282";"05012";"Quiche individuelle";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:32:06";"TV";"A1/1282";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"12:33:09";"TV";"A2/1358";"03061";"Puit dŽAmour";"1,000";"5,50";"1,99";"1,99";"0,11";"2,10"
"2018-03-21";"12:33:09";"TV";"A2/1358";"03060";"Millefeuille";"1,000";"5,50";"1,99";"1,99";"0,11";"2,10"
"2018-03-21";"12:33:09";"TV";"A2/1358";"05006";"Sandwich Fermier";"1,000";"10,00";"3,55";"3,55";"0,35";"3,90"
"2018-03-21";"12:34:18";"TV";"A2/1359";"02019";"Le 100%";"1,000";"5,50";"5,21";"5,21";"0,29";"5,50"
"2018-03-21";"12:34:32";"TV";"A1/1283";"01001";"Baguette Ordinaire";"2,000";"5,50";"0,81";"1,61";"0,09";"1,70"
"2018-03-21";"12:34:51";"TV";"A2/1360";"02013";"Jesuite";"2,000";"5,50";"1,71";"3,41";"0,19";"3,60"
"2018-03-21";"12:34:51";"TV";"A2/1360";"05017";"Pizza Spécialité";"1,000";"10,00";"2,18";"2,18";"0,22";"2,40"
"2018-03-21";"12:34:51";"TV";"A2/1360";"05015";"Croque Monsieur";"2,000";"10,00";"1,18";"2,36";"0,24";"2,60"
"2018-03-21";"12:37:33";"TV";"A2/1361";"05014";"Pizza";"2,000";"10,00";"1,96";"3,91";"0,39";"4,30"
"2018-03-21";"12:37:33";"TV";"A2/1361";"05030";"Plat Chaud";"1,000";"10,00";"5,36";"5,36";"0,54";"5,90"
"2018-03-21";"12:37:50";"TV";"A2/1362";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:38:12";"TV";"A1/1284";"03001";"Amandine";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"12:38:12";"TV";"A1/1284";"03040";"Eclair";"1,000";"5,50";"1,90";"1,90";"0,10";"2,00"
"2018-03-21";"12:38:12";"TV";"A1/1284";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:39:49";"TV";"A2/1363";"05004";"Salade Jambon";"1,000";"10,00";"3,73";"3,73";"0,37";"4,10"
"2018-03-21";"12:39:49";"TV";"A2/1363";"05012";"Quiche individuelle";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:39:49";"TV";"A2/1363";"05017";"Pizza Spécialité";"1,000";"10,00";"2,18";"2,18";"0,22";"2,40"
"2018-03-21";"12:39:49";"TV";"A2/1363";"03034";"Tartelette Fraise ou Framboise";"1,000";"5,50";"2,65";"2,65";"0,15";"2,80"
"2018-03-21";"12:39:49";"TV";"A2/1363";"03052";"Chantilly";"1,000";"5,50";"2,09";"2,09";"0,11";"2,20"
"2018-03-21";"12:39:49";"TV";"A2/1363";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:40:35";"TV";"A2/1364";"01042";"Sarmantine";"1,000";"5,50";"0,90";"0,90";"0,05";"0,95"
"2018-03-21";"12:41:44";"TV";"A2/1365";"01010";"Gros Gascon";"1,000";"5,50";"1,28";"1,28";"0,07";"1,35"
"2018-03-21";"12:41:44";"TV";"A2/1365";"02025";"CHOCOLATINE";"1,000";"5,50";"0,90";"0,90";"0,05";"0,95"
"2018-03-21";"12:41:44";"TV";"A2/1365";"02002";"Pain aux Raisins";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:41:53";"TV";"A1/1285";"05029";"Sandwich 3,40€";"1,000";"10,00";"3,09";"3,09";"0,31";"3,40"
"2018-03-21";"12:41:53";"TV";"A1/1285";"02007";"Palmier";"1,000";"5,50";"1,42";"1,42";"0,08";"1,50"
"2018-03-21";"12:42:10";"TV";"A2/1366";"04037";"Cannette";"1,000";"5,50";"1,33";"1,33";"0,07";"1,40"
"2018-03-21";"12:43:21";"TV";"A2/1367";"05004";"Salade Jambon";"1,000";"10,00";"3,73";"3,73";"0,37";"4,10"
"2018-03-21";"12:43:21";"TV";"A2/1367";"05003";"Sandwich Jambon Beurre";"1,000";"10,00";"2,27";"2,27";"0,23";"2,50"
"2018-03-21";"12:43:21";"TV";"A2/1367";"04037";"Cannette";"1,000";"5,50";"1,33";"1,33";"0,07";"1,40"
"2018-03-21";"12:43:21";"TV";"A2/1367";"12001";"Sucette Tache Langue";"10,000";"20,00";"0,08";"0,83";"0,17";"1,00"
"2018-03-21";"12:43:45";"TV";"A1/1286";"05003";"Sandwich Jambon Beurre";"1,000";"10,00";"2,27";"2,27";"0,23";"2,50"
"2018-03-21";"12:43:45";"TV";"A1/1286";"05018";"Croissant jambon";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:43:45";"TV";"A1/1286";"03036";"Clafoutis Poire IND";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:43:45";"TV";"A1/1286";"01051";"Baguette Torchon";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"12:45:18";"TV";"A1/1287";"05005";"Jambon Pays";"1,000";"10,00";"2,55";"2,55";"0,25";"2,80"
"2018-03-21";"12:45:18";"TV";"A1/1287";"03006";"Croustade";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"12:45:55";"TV";"A1/1288";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:45:55";"TV";"A1/1288";"02003";"Suisse /Sacristain";"1,000";"5,50";"1,23";"1,23";"0,07";"1,30"
"2018-03-21";"12:46:11";"TV";"A2/1368";"05012";"Quiche individuelle";"1,000";"10,00";"1,82";"1,82";"0,18";"2,00"
"2018-03-21";"12:46:11";"TV";"A2/1368";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:46:43";"TV";"A2/1369";"05017";"Pizza Spécialité";"1,000";"10,00";"2,18";"2,18";"0,22";"2,40"
"2018-03-21";"12:46:43";"TV";"A2/1369";"05029";"Sandwich 3,40€";"1,000";"10,00";"3,09";"3,09";"0,31";"3,40"
"2018-03-21";"12:47:07";"TV";"A2/1370";"04037";"Cannette";"1,000";"5,50";"1,33";"1,33";"0,07";"1,40"
"2018-03-21";"12:48:06";"TV";"A2/1371";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:49:48";"TV";"A2/1372";"01019";"Baguette FM";"1,000";"5,50";"0,85";"0,85";"0,05";"0,90"
"2018-03-21";"12:50:24";"TV";"A2/1373";"01007";"Croustigraine";"1,000";"5,50";"1,00";"1,00";"0,05";"1,05"
"2018-03-21";"12:51:28";"TV";"A2/1374";"03004";"Flan Nature";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:51:28";"TV";"A2/1374";"05017";"Pizza Spécialité";"1,000";"10,00";"2,18";"2,18";"0,22";"2,40"
"2018-03-21";"12:51:28";"TV";"A2/1374";"05015";"Croque Monsieur";"1,000";"10,00";"1,18";"1,18";"0,12";"1,30"
"2018-03-21";"12:51:50";"TV";"A1/1289";"01015";"Pain FM";"1,000";"5,50";"1,14";"1,14";"0,06";"1,20"
"2018-03-21";"12:52:01";"TV";"A2/1375";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:52:43";"TV";"A1/1290";"01007";"Croustigraine";"1,000";"5,50";"1,00";"1,00";"0,05";"1,05"
"2018-03-21";"12:52:43";"TV";"A1/1290";"01061";"Ficelle";"1,000";"5,50";"0,52";"0,52";"0,03";"0,55"
"2018-03-21";"12:52:45";"TV";"A2/1376";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"12:56:07";"TV";"A1/1291";"01001";"Baguette Ordinaire";"2,000";"5,50";"0,81";"1,61";"0,09";"1,70"
"2018-03-21";"12:56:14";"TV";"A2/1377";"05030";"Plat Chaud";"1,000";"10,00";"5,36";"5,36";"0,54";"5,90"
"2018-03-21";"12:56:14";"TV";"A2/1377";"07002";"Chips";"2,000";"20,00";"2,00";"4,00";"0,80";"4,80"
"2018-03-21";"12:56:14";"TV";"A2/1377";"04038";"Bouteille 50cl";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"12:56:14";"TV";"A2/1377";"01013";"Gros Campagne 1kg";"1,000";"5,50";"2,84";"2,84";"0,16";"3,00"
"2018-03-21";"12:57:51";"TV";"A1/1292";"05014";"Pizza";"1,000";"10,00";"1,95";"1,95";"0,20";"2,15"
"2018-03-21";"12:57:51";"TV";"A1/1292";"03004";"Flan Nature";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"12:58:52";"TV";"A1/1293";"05034";"SANDWICH JAMB0N DE PAYS";"1,000";"10,00";"2,55";"2,55";"0,25";"2,80"
"2018-03-21";"12:59:10";"TV";"A1/1294";"01042";"Sarmantine";"1,000";"5,50";"0,90";"0,90";"0,05";"0,95"
"2018-03-21";"12:59:31";"TV";"A1/1295";"01006";"Festive";"2,000";"5,50";"1,04";"2,09";"0,11";"2,20"
"2018-03-21";"13:00:26";"TV";"A1/1296";"03036";"Clafoutis Poire IND";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"13:00:26";"TV";"A1/1296";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"13:03:45";"TV";"A1/1297";"05029";"Sandwich 3,40€";"1,000";"10,00";"3,09";"3,09";"0,31";"3,40"
"2018-03-21";"13:03:45";"TV";"A1/1297";"05014";"Pizza";"1,000";"10,00";"1,95";"1,95";"0,20";"2,15"
"2018-03-21";"13:05:08";"TV";"A1/1298";"01001";"Baguette Ordinaire";"1,000";"5,50";"0,81";"0,81";"0,04";"0,85"
"2018-03-21";"13:07:41";"TV";"A1/1299";"04038";"Bouteille 50cl";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"13:07:41";"TV";"A1/1299";"05027";"Bagnat";"1,000";"10,00";"3,45";"3,45";"0,35";"3,80"
"2018-03-21";"13:07:41";"TV";"A1/1299";"02001";"#Divers Viennois";"1,000";"5,50";"5,69";"5,69";"0,31";"6,00"
"2018-03-21";"13:08:50";"TV";"A1/1300";"04039";"Petite Eau";"1,000";"5,50";"0,85";"0,85";"0,05";"0,90"
"2018-03-21";"13:08:50";"TV";"A1/1300";"05003";"Sandwich Jambon Beurre";"1,000";"10,00";"2,27";"2,27";"0,23";"2,50"
"2018-03-21";"13:10:01";"TV";"A1/1301";"05012";"Quiche individuelle";"2,000";"10,00";"1,82";"3,64";"0,36";"4,00"
"2018-03-21";"13:10:37";"TV";"A1/1302";"01007";"Croustigraine";"2,000";"5,50";"0,99";"1,99";"0,11";"2,10"
"2018-03-21";"13:12:21";"TV";"A2/1378";"05027";"Bagnat";"1,000";"10,00";"3,45";"3,45";"0,35";"3,80"
"2018-03-21";"13:12:33";"TV";"A1/1303";"05008";"Terroir";"1,000";"10,00";"5,00";"5,00";"0,50";"5,50"
"2018-03-21";"13:12:33";"TV";"A1/1303";"01011";"Pave Gros";"1,000";"5,50";"1,99";"1,99";"0,11";"2,10"
"2018-03-21";"13:12:33";"TV";"A1/1303";"04038";"Bouteille 50cl";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"13:12:33";"TV";"A1/1303";"03036";"Clafoutis Poire IND";"1,000";"5,50";"1,75";"1,75";"0,10";"1,85"
"2018-03-21";"13:19:37";"TV";"A1/1304";"03040";"Eclair";"4,000";"5,50";"1,90";"7,58";"0,42";"8,00"
"2018-03-21";"13:19:56";"TV";"A1/1305";"01019";"Baguette FM";"1,000";"5,50";"0,85";"0,85";"0,05";"0,90"
"2018-03-21";"13:21:59";"TV";"A2/1379";"01015";"Pain FM";"1,000";"5,50";"1,14";"1,14";"0,06";"1,20"
"2018-03-21";"13:22:18";"TV";"A2/1380";"05027";"Bagnat";"1,000";"10,00";"3,45";"3,45";"0,35";"3,80"
"2018-03-21";"13:25:42";"TV";"A2/1381";"03058";"Saint-Honore Individuel";"2,000";"5,50";"2,65";"5,31";"0,29";"5,60"
"2018-03-21";"13:25:42";"TV";"A2/1381";"03031";"Tartelette Grand-Mere";"1,000";"5,50";"1,85";"1,85";"0,10";"1,95"
"2018-03-21";"13:25:42";"TV";"A2/1381";"01051";"Baguette Torchon";"1,000";"5,50";"1,09";"1,09";"0,06";"1,15"
"2018-03-21";"13:26:08";"TV";"A2/1382";"01007";"Croustigraine";"1,000";"5,50";"1,00";"1,00";"0,05";"1,05"
"2018-03-21";"13:28:38";"TV";"A1/1306";"05006";"Sandwich Fermier";"1,000";"10,00";"3,55";"3,55";"0,35";"3,90"
"2018-03-21";"13:28:38";"TV";"A1/1306";"04043";"Monster";"1,000";"5,50";"2,37";"2,37";"0,13";"2,50"
"2018-03-21";"13:30:22";"TV";"A2/1383";"01006";"Festive";"1,000";"5,50";"1,04";"1,04";"0,06";"1,10"
"2018-03-21";"13:32:35";"TV";"A2/1384";"01007";"Croustigraine";"2,000";"5,50";"0,99";"1,99";"0,11";"2,10"
